epoch,train_loss,val_loss,val_psnr,val_ssim
1,0.09271431225162696,0.07071906966822487,20.88974067632789,0.5405441522598267
2,0.06811954268837363,0.06628351352576699,21.443775067664603,0.604110598564148
3,0.06240101667439065,0.06299999342965228,21.791802273724148,0.6358858346939087
4,0.05785668994171348,0.05567797526185002,22.929465654237433,0.6663546562194824
5,0.05409167563103563,0.0541090104462845,23.13555952611406,0.6854453682899475
6,0.05304840827981631,0.052716069987842014,23.29232031230157,0.7076148390769958
7,0.05169582304855188,0.053752142270760875,23.293194123951608,0.7078667283058167
8,0.050789435674262244,0.05317922801311527,23.458485694472092,0.7322567105293274
9,0.049538163846828104,0.05194514151662588,23.564082439830848,0.7207747101783752
10,0.04843576503841857,0.04846452748669045,24.133614634656155,0.7569854259490967
11,0.048165527043667264,0.04710896951811654,24.358861282363016,0.7588098645210266
12,0.047182710765580824,0.048029378056526184,24.25743042357832,0.7686690092086792
13,0.0473997233117499,0.04616164016936507,24.627796552814193,0.7726515531539917
14,0.046279230995512594,0.046826274400310855,24.511439427704218,0.7729089260101318
15,0.04610640905434039,0.0535316372822438,23.49400058969835,0.7760474681854248
16,0.04588365218624836,0.047645378192620616,24.378512963111625,0.7823178172111511
17,0.04474085180194882,0.047824885962264876,24.376468226367738,0.7829364538192749
18,0.044980222684883976,0.04550513944455555,24.730875267274907,0.7922568917274475
19,0.04430502466857433,0.04506369360855648,24.89680327072002,0.7914524078369141
20,0.04506403230494115,0.04477414275918688,24.980725138497107,0.7950229644775391
21,0.04423893386937254,0.04631596191653183,24.568951390686543,0.7954341173171997
22,0.04391166937302768,0.047113437338599136,24.6205389735493,0.789394199848175
23,0.043933626930645814,0.04491159532751356,24.96605024166603,0.8010476231575012
24,0.04364853929273966,0.04422842604773385,25.041120703172872,0.8022620677947998
25,0.04377812195599564,0.0441580984209265,25.091847916982086,0.8020046353340149
26,0.043007547066100243,0.04435451980680227,25.09111101615595,0.8101940751075745
27,0.04324285222626314,0.043050835840404034,25.324861547065925,0.8071030378341675
28,0.042443629823685665,0.04437410086393356,25.095749869329456,0.8118955492973328
29,0.04252244016473613,0.043629612640610764,25.1735008646645,0.8155375719070435
30,0.042368162302224614,0.043069014990968366,25.297696186146464,0.8144887089729309
31,0.04195824448715865,0.04207812236355884,25.53005437718737,0.8166089057922363
32,0.04173480062101915,0.044361439533531666,25.054219502706164,0.8094117045402527
33,0.042994105688682414,0.042278186817254336,25.464737192705957,0.8089736700057983
34,0.04202934684671038,0.042463342659175396,25.387050753455473,0.8147211074829102
35,0.041712260509772996,0.04819205483155591,24.425216821771873,0.8113808631896973
36,0.04161404086867484,0.043427752064807076,25.22804261863116,0.8182195425033569
37,0.041607483941304486,0.04395975558353322,25.16161339115241,0.8147386312484741
38,0.041115251884651864,0.04254857091499226,25.460470432725145,0.8211696743965149
39,0.04098340538822538,0.04143902992031404,25.651453173358977,0.8293522596359253
40,0.041029340443693524,0.04147047908710582,25.644315604920347,0.830522894859314
41,0.04099613500047263,0.04203839586781604,25.567983946607317,0.8228541612625122
42,0.04105550919969877,0.04154316043215139,25.652424181731753,0.828463613986969
43,0.04069323551545783,0.040727260655590465,25.808982817440228,0.8329709768295288
44,0.040735584055262855,0.040772631232227595,25.821059567110638,0.8322269320487976
45,0.04045440108189738,0.04015044668423278,25.879711007114302,0.8358833193778992
46,0.04020504773844306,0.04224340617656708,25.558914319069338,0.8317278027534485
47,0.040131362185366753,0.04141071119478771,25.7328689768064,0.8315234184265137
48,0.0403162521968891,0.041332428875778406,25.70194030735612,0.8319724798202515
49,0.03956801435205995,0.03977015747555664,26.045298218612896,0.8360258936882019
50,0.039858871260733626,0.039791576231696775,25.997564735786977,0.8376564383506775
51,0.04023168650947935,0.040675854975623746,25.838933678133106,0.8389723300933838
52,0.03986508203897535,0.03989440229322229,25.996367803239107,0.8350616097450256
53,0.039499509526886106,0.04390352897878204,25.276106123617915,0.8253733515739441
54,0.03991192008361099,0.03962441613631589,26.091118532469267,0.8383031487464905
55,0.0396445679319341,0.0410395868654762,25.822122673773105,0.8409261703491211
56,0.039466196451548155,0.0389158242116017,26.232030274108983,0.8413456678390503
57,0.039371445419160815,0.039586960205010006,26.09348788803602,0.8427497148513794
58,0.03935719791012324,0.03921834539089884,26.158370223548925,0.8439620137214661
59,0.03869176511387757,0.03888892595257078,26.276308616729818,0.8463753461837769
60,0.03888383712922412,0.040229400752910545,25.972428171116793,0.8445658683776855
61,0.03889802339812362,0.03882551020277398,26.238538064907367,0.84576416015625
62,0.038538268820299364,0.03852770836757762,26.30495535658508,0.846132218837738
63,0.038603689407975206,0.042689760747764795,25.577054863498667,0.8463165760040283
64,0.03889265529266218,0.039987134481115,26.06142079279806,0.8475713729858398
65,0.03833713791355854,0.03828805711652551,26.434785076935913,0.8474764823913574
66,0.038352031230441924,0.039163993671536446,26.20939031617674,0.8492048978805542
67,0.038527188057882515,0.04085241670587233,25.856305249193078,0.8480889797210693
68,0.03858739363287038,0.03827783219250185,26.38859487229466,0.8501356840133667
69,0.038412796484866764,0.039635573380759785,26.136406573545994,0.8427231907844543
70,0.03826458758969859,0.0381697215405958,26.425856702532847,0.8526245951652527
71,0.038031011017236285,0.038956850434520414,26.27831746593564,0.8513127565383911
72,0.037808574819407324,0.03825781707252775,26.365474264153377,0.8523263931274414
73,0.03820215631276369,0.04129048330443246,25.769255358713654,0.8488174080848694
74,0.03813297786878619,0.03886683338454792,26.288212165421093,0.8522114157676697
75,0.03855823181811872,0.03815048547195537,26.444366484728544,0.8518479466438293
76,0.03804296276312533,0.0396051076906068,26.19414159755302,0.8475862741470337
77,0.038229149804124986,0.039088055092309205,26.262514878983094,0.8484601974487305
78,0.037738020032099105,0.0384367826793875,26.354946799098563,0.8549144864082336
79,0.037546354875998285,0.03851569603596415,26.285813903576173,0.8515437841415405
80,0.03835115593865635,0.03883188311010599,26.28855226000351,0.8542093634605408
81,0.037803163002358704,0.037899795919656754,26.489175092679897,0.8535888195037842
82,0.0377277149780979,0.038898703309574297,26.252187435608644,0.8524835109710693
83,0.0374333643452908,0.03960750025830099,26.128426986370155,0.8544039726257324
84,0.0377155241321742,0.03989497212959187,25.981666406950207,0.8504231572151184
85,0.037314110329541246,0.03933091674532209,26.144131666709004,0.854544460773468
86,0.03726240927429219,0.038946130579071384,26.29541482527874,0.8578066825866699
87,0.037375739866458785,0.039417293055781295,26.140206049606313,0.8556005954742432
88,0.03795676523198684,0.04172565295760121,25.72808258278167,0.8558996319770813
89,0.03712461458715966,0.03830801196662443,26.393779855318108,0.854523241519928
90,0.03724750274474301,0.03745797994945731,26.565507372447012,0.8565564751625061
91,0.03752043186800509,0.038496785930224826,26.334334979449046,0.855244517326355
92,0.03715352383934385,0.03829313814640045,26.41085118761075,0.8597986102104187
93,0.037343485553453605,0.037497093102761676,26.600858751825136,0.860011875629425
94,0.03711763818604433,0.03752268198877573,26.55433973243532,0.8576595783233643
95,0.036890479478591344,0.038371721282601357,26.480435315871706,0.8584519624710083
96,0.03729812200446197,0.03780082347137587,26.48472370581978,0.8542683720588684
97,0.036813314799673674,0.038263950629958084,26.431988518913872,0.8558464646339417
98,0.03673247628035099,0.036965120517249615,26.67777163018711,0.8597618341445923
99,0.036761805589303254,0.03887479965175901,26.2865549515617,0.8533384799957275
100,0.036812907183255125,0.03810036668021764,26.451499209525785,0.8574708700180054
